-0.053818915	-0.40814704	0.10919458	0.0032617606	-0.019917179	0.07797767	-0.024624603	-0.023020605	-0.04160974	0.13373716	-0.024622869	0.12914537	-0.024326058	-0.009135319	-0.09243353	-0.0070345458
-0.07898694	-0.4661505	0.06368526	-0.049615666	7.1629765e-06	0.18761814	-0.043274723	-0.080275215	-0.028657418	0.10543414	-0.021794064	0.13743643	0.009553279	-0.010568345	0.0069541545	-0.06757908
-0.08680558	-0.63662076	0.07701767	-0.026877195	-0.04325159	0.22804609	-0.02488538	-0.14710167	-0.052801177	0.098961405	-0.13440646	0.236828	-0.09288369	0.09446369	-0.008908579	-0.059776615
-0.05064705	-0.49103308	0.019828377	-0.03462362	-0.055276677	0.14985994	-0.070086025	-0.07634851	-0.09574973	0.053500973	-0.040736888	0.18384096	-0.048327934	0.001264716	-0.0050443304	0.0056080325
-0.038986098	-0.49472696	0.10736465	0.0029822427	-0.061433658	0.17086406	0.010249304	-0.03228082	-0.12111188	0.090188734	-0.039601434	0.09877572	-0.026924955	-0.007844125	-0.05549687	-0.008418841
-0.004004334	-0.28251645	0.1127793	0.015792444	-0.005158385	0.11061251	-0.03400969	-0.05964718	-0.03549336	0.025446411	-0.013371782	0.17787248	-0.0438759	0.02638579	-0.04762615	0.03795654
-0.06297116	-0.5266304	0.13453606	-0.015060278	-0.064840354	0.19965275	-0.035993177	-0.093348294	-0.11930939	0.13450518	-0.031446856	0.120943464	-0.035319	-0.017059565	-0.049147565	-0.016973533
-0.004447292	-0.23450759	0.04531071	0.04493875	-0.0208439	0.11966471	0.03996309	-0.031523854	-0.05145398	0.092057735	-0.024803083	0.088205196	0.056929264	-0.03323908	-0.037555426	-0.01121351
-0.070283	-0.49226058	0.11309406	0.011284655	-0.025846835	0.15971637	-0.036813438	-0.11029537	-0.11558414	0.114946604	-0.0872776	0.13388544	-0.008638356	-0.0113987345	-0.03569211	-0.016420001
-0.072737984	-0.43305176	0.011241031	-0.07218686	0.0131762	0.18434322	-0.058714174	-0.096868664	0.04571093	0.048873033	-0.10041182	0.21581215	-0.0083944285	0.06585998	0.06266498	-0.04479591
-0.04958969	-0.2408397	0.03955922	0.019422099	-0.024806352	0.17366825	0.0068518515	-0.053064138	-0.037607647	0.011374464	-0.094514176	0.14782387	-0.061264843	0.022458913	0.05176353	-0.0035096614
-0.06873598	-0.31923294	0.06304215	0.015438408	-0.048528202	0.15486945	-0.080387294	-0.029232595	-0.037704833	0.02738976	-0.08956627	0.16457939	-0.0340829	0.07403242	-0.04525868	0.016715392
-0.031290837	-0.2945901	0.005599352	-0.0027750176	-0.017660132	0.1041098	0.03039515	0.0003738266	-0.0836175	0.0272406	-0.05339173	0.12816197	-0.021416498	0.018141497	-0.029118596	0.0044133835
0.017011046	-0.23350598	0.15126662	0.03285537	-0.10226989	0.03411505	0.023613296	-0.006014486	-0.11470385	0.0632412	0.019824425	0.061808776	0.07522916	-0.047718428	-0.040073317	0.013703916
-0.060746927	-0.40145084	0.003060598	-0.016050408	0.021877859	0.18048188	-0.04924152	-0.12679246	-0.027516814	0.105760574	-0.123178266	0.11301964	-0.013691202	0.063280165	-0.03055924	-0.020937651
0.006557314	-0.2865036	0.02814987	0.04973169	-0.0993408	0.04322909	0.028477807	-0.03487667	-0.009976797	0.046272237	-0.054441232	0.091617264	0.050597545	0.044065442	-0.055542745	-0.007964928
